tcid,id,family_id,family,superfamily,description
9.B.102.1,1156,9.B.102,YedE/YeeE,,The YedE/YeeE (YedE/YeeE) Family 
9.B.103.1,1157,9.B.103,GC1qR,,The Putative Ca2+ Uniporter (GC1qR) Family
9.B.104.1,1158,9.B.104,Rhomboid,,The Rhomboid Protease (Rhomboid) Family
9.B.104.4,1159,9.B.104,Rhomboid,,The Rhomboid Protease (Rhomboid) Family
9.B.105.1,1160,9.B.105,PbrBC,Phospholipid Transporter/Phosphatase (PL-TP) Superfamily,The Lead Resistance Fusion Protein (PbrBC) Family
9.B.105.3,1161,9.B.105,PbrBC,Phospholipid Transporter/Phosphatase (PL-TP) Superfamily,The Lead Resistance Fusion Protein (PbrBC) Family
9.B.105.4,1162,9.B.105,PbrBC,Phospholipid Transporter/Phosphatase (PL-TP) Superfamily,The Lead Resistance Fusion Protein (PbrBC) Family
9.B.111.1,1163,9.B.111,LysS,Major Facilitator (MFS) Superfamily,The 6 TMS Lysyl tRNA Synthetase (LysS) Family
9.B.114.1,1164,9.B.114,SanA,,The Vancomycin-sensitivity protein (SanA) Family
9.B.115.1,1165,9.B.115,LBR,,The Steroid 5alpha-reductase/Lamin B Receptor (LBR) Family
9.B.117.1,1166,9.B.117,DUF4190,,The DUF4190 (DUF4190) Family
9.B.12.1,1167,9.B.12,Sna,,The Sensitivity to Sodium or Salt Stress-induced Hydrophobic Peptide (Sna) Family
9.B.12.2,1168,9.B.12,Sna,,The Sensitivity to Sodium or Salt Stress-induced Hydrophobic Peptide (Sna) Family
9.B.120.1,1169,9.B.120,DUF554,Drug/Metabolite Transporter (DMT) Superfamily,The DUF554 (DUF554) Family
9.B.121.5,1170,9.B.121,AsmA,,The AsmA (AsmA) Family
9.B.123.1,1171,9.B.123,TM7SF1,,The Lysosomal 7-TMS (TM7SF1) Family 
9.B.124.1,1172,9.B.124,DUF805,,The DUF805 or PF05656 (DUF805) Family
9.B.126.2,1173,9.B.126,YhjD,,The Putative Lipid IV Exporter (YhjD) Family
9.B.130.1,1174,9.B.130,TVP,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Tetraspan Vesicle Membrane Protein (TVP) Family
9.B.130.2,1175,9.B.130,TVP,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Tetraspan Vesicle Membrane Protein (TVP) Family
9.B.131.1,1176,9.B.131,P-GAP2,,The Post-GPI Attachment Protein (P-GAP2) Family
9.B.135.1,1177,9.B.135,Yip,YIP Superfamily,The Membrane Trafficking Yip (Yip) Family
9.B.135.2,1178,9.B.135,Yip,YIP Superfamily,The Membrane Trafficking Yip (Yip) Family
9.B.14.1,1179,9.B.14,HHP,,The Putative Heme Handling Protein (HHP) Family
9.B.14.3,1180,9.B.14,HHP,,The Putative Heme Handling Protein (HHP) Family
9.B.141.1,1181,9.B.141,YibE/F,,The YibE/F (YibE/F) Family
9.B.142.11,1182,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.15,1183,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.16,1184,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.17,1185,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.2,1186,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.20,1187,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.3,1188,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.4,1189,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.142.9,1190,9.B.142,GT39,Glycosyl/Acyl Transferase (GAT) Superfamily,The Integral membrane Glycosyltransferase family 39 (GT39) Family
9.B.143.3,1191,9.B.143,DUF1275,Major Facilitator (MFS) Superfamily,The 6 TMS DUF1275/Pf06912 (DUF1275) Family
9.B.143.4,1192,9.B.143,DUF1275,Major Facilitator (MFS) Superfamily,The 6 TMS DUF1275/Pf06912 (DUF1275) Family
9.B.144.1,1193,9.B.144,DUF3367,Glycosyl/Acyl Transferase (GAT) Superfamily,The DUF3367 (DUF3367) Family
9.B.145.1,1194,9.B.145,DUF389,,The DUF389/PF04087 (DUF389) Family
9.B.146.1,1195,9.B.146,MurG,,The Putative Undecaprenyl-phosphate N-Acetylglucosaminyl Transferase (MurG) Family
9.B.147.1,1196,9.B.147,10-IMP,,The 10 TMS Integral Membrane Protein (10-IMP) Family
9.B.148.1,1197,9.B.148,B-4DMT,,The Bacterial 4 TMS Putative DMT (B-4DMT) Family
9.B.148.4,1198,9.B.148,B-4DMT,,The Bacterial 4 TMS Putative DMT (B-4DMT) Family
9.B.149.1,1199,9.B.149,M50-P,,The M50 Peptidase (M50-P) Family
9.B.15.2,1200,9.B.15,YbhQ,,The 4 TMS YbhQ (YbhQ) Family
9.B.153.3,1201,9.B.153,BBP/AA,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,The Putative Beta-Barrel Porin/Alpha Amylase or Phenol_MetA-deg (BBP/AA) Family
9.B.154.1,1202,9.B.154,PH-2,,The Putative Holin-2 (PH-2) Family
9.B.155.2,1203,9.B.155,BBP3,,The Putative Beta Barrel Porin-3 (BBP3) Family
9.B.156.1,1204,9.B.156,4-10P,,The Putative 4-10 TMS Permease (4-10P) Family
9.B.157.1,1205,9.B.157,MreBCD,,The Cell Shape-determining MreBCD (MreBCD) Family
9.B.158.1,1206,9.B.158,Cut,,The Cut Copper Homeostasis (Cut) Family
9.B.160.1,1207,9.B.160,CvpA,,The Colicin V Production (CvpA) Family
9.B.169.1,1208,9.B.169,YeiB,Transmembrane Acyl Transferease (TmAT) Superfamily,The Integral Membrane Protein (8 -10 TMSs) YeiB or DUF418 (YeiB) Family
9.B.169.4,1209,9.B.169,YeiB,Transmembrane Acyl Transferease (TmAT) Superfamily,The Integral Membrane Protein (8 -10 TMSs) YeiB or DUF418 (YeiB) Family
9.B.17.1,1210,9.B.17,VAP,Vesicle-associated Membrane Protein (VAMP) Superfamily,The VAMP-associated protein (VAP) Family
9.B.17.2,1211,9.B.17,VAP,Vesicle-associated Membrane Protein (VAMP) Superfamily,The VAMP-associated protein (VAP) Family
9.B.174.1,1212,9.B.174,CTP,,The Two Tunnel Gated C-terminal Processing Protease (CTP) Family
9.B.178.1,1213,9.B.178,Mcp1,,The MdmD Complementing Protein 1 (Mcp1) Family
9.B.18.1,1214,9.B.18,GumD,,"The Xanthan Glycosyl Transferase, GumD (GumD) Family"
9.B.18.2,1215,9.B.18,GumD,,"The Xanthan Glycosyl Transferase, GumD (GumD) Family"
9.B.182.1,1216,9.B.182,DUF1129,,"The Integral Membrane Protein, DUF1129 (DUF1129) Family "
9.B.183.1,1217,9.B.183,EpsG,Glycosyl/Acyl Transferase (GAT) Superfamily,"The Wzy Glycosyltransferase (EpsG) Family,"
9.B.185.1,1218,9.B.185,BAH,,The Putative Bacterial Archaeal Holin (BAH) Family
9.B.188.1,1219,9.B.188,TMED,,The Transmembrane Emp24 Domain-containing Protein (TMED) Family
9.B.191.1,1220,9.B.191,KDELR,Transporter-Opsin-G protein-coupled receptor (TOG) Superfamily,The Endoplasmic Reticulum Retention Receptor (KDELR) Family
9.B.198.2,1221,9.B.198,LAM,,The Membrane-anchored Lipid-binding Protein (LAM) Family
9.B.199.1,1222,9.B.199,PF0225,,The 4 TMS PF05225 (PF0225) Family
9.B.2.1,1223,9.B.2,CAAX Protease2,CAAX Superfamily,The Integral Membrane CAAX Protease-2 (CAAX Protease2) Family
9.B.2.5,1224,9.B.2,CAAX Protease2,CAAX Superfamily,The Integral Membrane CAAX Protease-2 (CAAX Protease2) Family
9.B.20.4,1225,9.B.20,MgtC,,The Putative Mg2+ Transporter-C (MgtC) Family
9.B.200.1,1226,9.B.200,TMEM255,,The 4 TMS TMEM255 or Pfam FAM70 (TMEM255) Family
9.B.201.1,1227,9.B.201,TMEM179,,The 4 TMS TMEM179 (TMEM179) Family
9.B.203.1,1228,9.B.203,AIG1,,The AIG1 Lipid Hydrolase (AIG1) Family
9.B.204.1,1229,9.B.204,TMEM17,,The 4 TMS Ciliary Biogenesis TMEM17 (TMEM17) Family
9.B.206.1,1230,9.B.206,TMEM199,,The TMEM199 (TMEM199) Family
9.B.208.1,1231,9.B.208,VDR,,The Vitamin D3 Receptor (VDR) Family
9.B.21.2,1232,9.B.21,Frataxin,,The Frataxin (Frataxin) Family
9.B.210.1,1233,9.B.210,DUF4780,,The DUF4870 (DUF4780) Family
9.B.214.1,1234,9.B.214,ER/G-TF,,The ER to Golgi Transport Factor (ER/G-TF) Family
9.B.216.1,1235,9.B.216,Mic60,,"The MICOS Complex Component, Mic60 (Mic60) Family"
9.B.217.1,1236,9.B.217,PrsW,CAAX Superfamily,The Transmembrane PrsW Protease (PrsW) Family
9.B.217.2,1237,9.B.217,PrsW,CAAX Superfamily,The Transmembrane PrsW Protease (PrsW) Family
9.B.218.1,1238,9.B.218,IMMP,CAAX Superfamily,The DUF2324 Family of Putative Integral Membrane Metaloproteases (IMMP) Family
9.B.221.1,1239,9.B.221,YgjV,,The 5 TMS YgjV (YgjV) Family
9.B.223.1,1240,9.B.223,YoaS,,The 4 TMS DUF2975 or YoaS (YoaS) Family
9.B.225.1,1241,9.B.225,MptB,Glycosyl/Acyl Transferase (GAT) Superfamily,The Mannosyl Transferase (MptB) Family
9.B.226.1,1242,9.B.226,U-TMP1,,The Uncharacterized 9 or 10 TMS Protein (U-TMP1) Family
9.B.228.1,1243,9.B.228,TMEM18,,The TMEM18 (TMEM18) Family
9.B.229.1,1244,9.B.229,TFR,,"The Transferrin Receptor, CD71, (TFR) Family"
9.B.23.1,1245,9.B.23,TMEM106,,The TMEM106 (TMEM106) Family
9.B.232.1,1246,9.B.232,TMEM230,,The Parkinson's disease TMEM230 (TMEM230) Family
9.B.235.1,1247,9.B.235,Om14,,The Mitochondrial Outer Membrane Protein-14 (Om14) Family 
9.B.237.1,1248,9.B.237,UUP1,,The Ubiquitous Uncharacterized 7 TMS Protein-1 (UUP1) Family
9.B.238.3,1249,9.B.238,UBP1,,The Uncharacterized Bacterial 5 TMS Protein-1 (UBP1) Family
9.B.240.1,1250,9.B.240,UPP1,,The Uncharacterized Prokaryotic 10 - 12 TMS Protein-1 (UPP1) Family
9.B.242.1,1251,9.B.242,UPUB3,,The Uncharacterized Protein from Uncultured Bacteria-3 (UPUB3) Family
9.B.247.1,1252,9.B.247,M6PR,,The Mannose 6-Phosphate Receptor (M6PR) Family
9.B.247.2,1253,9.B.247,M6PR,,The Mannose 6-Phosphate Receptor (M6PR) Family
9.B.251.1,1254,9.B.251,UPUB5,Odorant Receptor Channel,The Uncharacterized Protein from Unculturable Bacteria-5 (UPUB5) Family
9.B.26.1,1255,9.B.26,TMEM208,,The Regulator of ER Stress and Autophagy TMEM208 (TMEM208) Family 
9.B.263.1,1256,9.B.263,DUF2232,,The DUF2232 (DUF2232) Family
9.B.264.1,1257,9.B.264,UABP11,,The Uncharacterized Archaeal/Bacterial Protein-11 (UABP11) Family
9.B.27.1,1258,9.B.27,DedA,,The Death Effector Domain A (DedA) Family
9.B.27.2,1259,9.B.27,DedA,,The Death Effector Domain A (DedA) Family
9.B.27.3,1260,9.B.27,DedA,,The Death Effector Domain A (DedA) Family
9.B.27.5,1261,9.B.27,DedA,,The Death Effector Domain A (DedA) Family
9.B.278.1,1262,9.B.278,O-APC,,The Organellar-targeting Adaptor Protein Complex (O-APC) Family
9.B.28.1,1263,9.B.28,MusI,MusI (MusI) Superfamily,"The Putative Essential Component of the MusEFGKI ABC Transporter, MusI (MusI) Family"
9.B.28.2,1264,9.B.28,MusI,MusI (MusI) Superfamily,"The Putative Essential Component of the MusEFGKI ABC Transporter, MusI (MusI) Family"
9.B.28.5,1265,9.B.28,MusI,MusI (MusI) Superfamily,"The Putative Essential Component of the MusEFGKI ABC Transporter, MusI (MusI) Family"
9.B.284.1,1266,9.B.284,UBP20,,The 4 TMS Uncharacterized Bacterial Protein-20 (UBP20) Family
9.B.285.1,1267,9.B.285,4PIP,,The 4 TMS Phage Infection Protein possibly involved in LPS Export (4PIP) Family
9.B.287.1,1268,9.B.287,FIT2,,The Fat Storage-inducing Transmembrane Protein 2 (FIT2) Family
9.B.29.2,1269,9.B.29,4-5PC,YIP Superfamily,The 4-5 TMS Putative Chaperone (4-5PC) Family
9.B.29.3,1270,9.B.29,4-5PC,YIP Superfamily,The 4-5 TMS Putative Chaperone (4-5PC) Family
9.B.298.1,1271,9.B.298,PrP4,,The Prokaryotic 4 TMS Protein (PrP4) Family
9.B.302.1,1272,9.B.302,Pr6Pr,,The Prokaryotic 6 TMS Protein (Pr6Pr) Family
9.B.304.1,1273,9.B.304,Pr2TM,,The Prokaryotic 2 TMS domain Protein (Pr2TM) Family
9.B.306.4,1274,9.B.306,CBP,,The Putative Calcium Binding Protein with Similarity to the C-termini of Anoctamins (1.A.17.5) (CBP) Family
9.B.31.1,1275,9.B.31,PlsY,,The PlsY/YqiH (PlsY) Family
9.B.311.1,1276,9.B.311,TRAM-LAG,,The 6-7 TMS TRAM-LAG (TRAM-LAG) Family
9.B.311.2,1277,9.B.311,TRAM-LAG,,The 6-7 TMS TRAM-LAG (TRAM-LAG) Family
9.B.313.1,1278,9.B.313,7DCP,,The 7 TMS Domain-containing Protein (7DCP) Family
9.B.317.1,1279,9.B.317,TMEM126,,"The Complex I Integral Membrane Chaperone, TMEM126 (TMEM126) Family"
9.B.32.1,1280,9.B.32,YibI,,The DUF3302 or Pfam11742 (YibI) Family
9.B.321.1,1281,9.B.321,SigT,,The Actinobacterial Nutrient-sensing Signal Transduction Pathway Controlling Glutamate Metabolism (SigT) Family
9.B.325.1,1282,9.B.325,ABC4,,The Putative ABC4 (ABC4) Family
9.B.326.1,1283,9.B.326,Apn,,The Transmembrane Apical Trachael Tube Apnoia (Apn) Family
9.B.33.1,1284,9.B.33,SHK,BART Superfamily,The Sensor Histidine Kinase (SHK) Family
9.B.330.1,1285,9.B.330,DUF4013,,The DUF4013 (DUF4013) Family
9.B.34.1,1286,9.B.34,KPSH,BART Superfamily,The Kinase/Phosphatase/Cyclic-GMP Synthase/Cyclic di-GMP Hydrolase (KPSH) Family
9.B.344.2,1287,9.B.344,UA4P,,The Uncharacterized Archaeal 4 TMS Protein (UA4P) Family
9.B.349.1,1288,9.B.349,UAB6P,,The Uncharacterized Archaeal/Bacterial 6 TMS Protein (UAB6P) Family
9.B.353.1,1289,9.B.353,UBAP,,The Uncharacterized Bacterial/Archaeal 11 TMS Protein (UBAP) Family
9.B.354.1,1290,9.B.354,P24CP,,The Alteromonas phage P24 Coat Protein (P24CP) Family
9.B.354.2,1291,9.B.354,P24CP,,The Alteromonas phage P24 Coat Protein (P24CP) Family
9.B.357.1,1292,9.B.357,BEB,,The Bacterial Envelope Biogenesis (BEB) Family
9.B.358.1,1293,9.B.358,DUF350,,The DUF350 domain-containing (DUF350) Family
9.B.36.1,1294,9.B.36,HdeD,,The Acid Resistance Membrane Protein (HdeD) Family
9.B.36.12,1295,9.B.36,HdeD,,The Acid Resistance Membrane Protein (HdeD) Family
9.B.362.1,1296,9.B.362,FAM134,,The FAM134 Reticulon Protein (FAM134) Family
9.B.368.1,1297,9.B.368,TMEM194A,,The TMEM194A (TMEM194A) Family
9.B.369.1,1298,9.B.369,VANGL,,The Van Gogh-like Protein (VANGL) Family
9.B.370.1,1299,9.B.370,U1TMS,,The Uncharacterized 1 N-terminal TMS (U1TMS) Family
9.B.371.1,1300,9.B.371,PTE,Hydrolase Superfamily,The PaaI Thioesterase (PTE) Family
9.B.371.2,1301,9.B.371,PTE,Hydrolase Superfamily,The PaaI Thioesterase (PTE) Family
9.B.38.1,1302,9.B.38,MPLP,,The Myelin Proteolipid Protein (MPLP) Family
9.B.381.1,1303,9.B.381,DUF2755,,The DUF2755 or YaiY (DUF2755) Family
9.B.382.1,1304,9.B.382,DUF2754,,The DUF2754 domain or YaiZ (DUF2754) Family
9.B.385.1,1305,9.B.385,TMEM39A,,The TMEM39A or SUSR2 (TMEM39A) Family
9.B.386.1,1306,9.B.386,CLN6,,The Ceroid-Lipofuscinosis Neuronal Protein-6 (CLN6) Family
9.B.389.1,1307,9.B.389,TMEM88,,The TMEM88 (TMEM88) Family
9.B.39.1,1308,9.B.39,lcFAT,,The Long Chain Fatty Acid Translocase (lcFAT) Family
9.B.392.1,1309,9.B.392,Golgin,,The Golgi Apparatus Golgin (Golgin) Family
9.B.41.1,1310,9.B.41,Occludin,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Occludin (Occludin) Family
9.B.41.2,1311,9.B.41,Occludin,Tetraspan Junctional Complex Protein or MARVEL (4JC) Superfamily,The Occludin (Occludin) Family
9.B.417.1,1312,9.B.417,MLM-CR,,The MCFD2/LMAN1 Complex Receptor (MLM-CR) Family
9.B.418.1,1313,9.B.418,INSIG,,The Insulin-induced Gene 1 & 2 Protein (INSIG) Family
9.B.419.1,1314,9.B.419,TMEM127,,The Transmembrane 127 (TMEM127) Family
9.B.422.1,1315,9.B.422,TMEM26,,The Transmembrane Protein-26 (TMEM26) Family
9.B.430.1,1316,9.B.430,DUF2269,,The 4 TMS DUF2269 (DUF2269) Family
9.B.432.1,1317,9.B.432,OBP,,The Odorant Binding Protein (OBP) Family
9.B.433.1,1318,9.B.433,PGRMC2,,The Progesterone Receptor Membrane-associated Component 2 (PGRMC2) Family
9.B.434.1,1319,9.B.434,Adig,,The Adipogenin (Adig) Family
9.B.438.1,1320,9.B.438,TMEM218,,The Trans Membrane Protein TMEM218 (TMEM218) Family 
9.B.442.1,1321,9.B.442,S10MP,,The Sar TMS10 Membrane Protein (S10MP) Family
9.B.443.1,1322,9.B.443,P-ABP-R,,The Plant Auxin Binding Protein Receptor (P-ABP-R) Family
9.B.444.1,1323,9.B.444,YjeO/YgiZ,,The Uncharacterized YjeO/YgiZ (YjeO/YgiZ) Family
9.B.445.1,1324,9.B.445,ALP-A2,,The Apolipoprotein A2 (ALP-A2) Family
9.B.446.1,1325,9.B.446,TMEM68,,The Sterol-regulated Lysoplasmalogenase (TMEM68) Family
9.B.447.1,1326,9.B.447,AGPAT3,,The 1-Acyl-sn-Glycerol-3-Phosphate Acyltransferase gamma (AGPAT3) Family
9.B.453.1,1327,9.B.453,NINJ,,The Ninjurin (NINJ) Family
9.B.456.1,1328,9.B.456,ELMOD3,,The ELMOD3 (ELMOD3) Family
9.B.457.1,1329,9.B.457,TMEM164,,The TMEM164 Acyltransferase (TMEM164) Family
9.B.461.1,1330,9.B.461,ARA,,The ATP-driven Rotary Archaellum (ARA) Family
9.B.462.1,1331,9.B.462,Atx1,Heavy Metal Binding Domain,The Atx1 Copper Ion Chaparone or Transport Protein (Atx1) Family
9.B.50.1,1332,9.B.50,Omptin,Outer Membrane Pore-forming Protein I (OMPP-I) Superfamily ,"The Outer Membrane Beta-barrel Endoprotease, Omptin (Omptin) Family"
9.B.51.1,1333,9.B.51,YidH,Polyphosphate Polymerase/YidH (PoPo) Superfamily,The Uncharacterized DUF202/YidH (YidH) Family
9.B.56.1,1334,9.B.56,PIMP1,,"The Bacterial Disease Resistance and Oomycete Disease Susceptibility Protein, PIMP1 (PIMP1) Family"
9.B.62.1,1335,9.B.62,CopD,Copper Resistance (CuR) Superfamily,The Copper Resistance (CopD) Family
9.B.62.3,1336,9.B.62,CopD,Copper Resistance (CuR) Superfamily,The Copper Resistance (CopD) Family
9.B.65.1,1337,9.B.65,YhgE,,The Putative Transporter (YhgE) Family
9.B.68.1,1338,9.B.68,OSCP1,,The Putative Na-independent Organic Solute Carrier Protein (OSCP1) Family
9.B.69.1,1339,9.B.69,CbtAB,,The Putative Cobalt Transporter (CbtAB) Family
9.B.70.1,1340,9.B.70,SpoIIIA-E,,The Multicomponent Putative SpoIIIAE Exporter (SpoIIIA-E) Family
9.B.72.1,1341,9.B.72,GlpM,,The 4 TMS GlpM (GlpM) Family
9.B.77.1,1342,9.B.77,Meckelin,,The Meckel Syndrome Protein (Meckelin) Family 
9.B.8.1,1343,9.B.8,DUF2157,,The DUF2157 (DUF2157) Family
9.B.8.2,1344,9.B.8,DUF2157,,The DUF2157 (DUF2157) Family
9.B.82.1,1345,9.B.82,Rer1,,The Endoplasmic Reticulum Retrieval Protein1 (Putative Heavy Metal Transporter) (Rer1) Family
9.B.87.1,1346,9.B.87,SelP-Receptor,Basigin-Tapasin-TREM2/PIGR Superfamily,The Selenoprotein P Receptor (SelP-Receptor) Family
9.B.87.4,1347,9.B.87,SelP-Receptor,Basigin-Tapasin-TREM2/PIGR Superfamily,The Selenoprotein P Receptor (SelP-Receptor) Family
9.B.87.5,1348,9.B.87,SelP-Receptor,Basigin-Tapasin-TREM2/PIGR Superfamily,The Selenoprotein P Receptor (SelP-Receptor) Family
9.B.9.1,1349,9.B.9,UAT,,The Urate Transporter (UAT) Family
9.B.97.1,1350,9.B.97,ATAT,Transmembrane Acyl Transferease (TmAT) Superfamily,The Acyltransferase-3/Putative Acetyl-CoA Transporter (ATAT) Family
9.B.98.1,1351,9.B.98,DUF95,,The DUF95 (DUF95) Family
